id_parque,nome,activo,id_entidade,capacidade_max,ocupacao,data_ocupacao,latitude,longitude,tipo,data_ocupacao_hora,data_ocupacao_data
P065,LIDL Av. Inf. D. Henrique,1,7,114,24,2023-03-19 22:07:46,38.7574416099006,-9.10375700300085,Superfície,22,2023-03-19
P042,Alcântara,1,7,82,57,2023-03-19 22:07:51,38.706007,-9.175066,Superfície,22,2023-03-19
P064,Olivais,1,7,89,24,2023-03-19 22:07:45,38.716819,-9.128867,Estrutura,22,2023-03-19
P043,Ameixoeira,1,7,71,7,2023-03-19 22:07:47,38.779591,-9.158056,Superfície,22,2023-03-19
P061,Parque Vila Maria,1,7,68,56,2023-03-19 22:07:46,38.725041,-9.166372,Estrutura,22,2023-03-19
P035,Parque Mayer,1,7,46,44,2023-03-19 22:07:48,38.719062,-9.145547,Superfície,22,2023-03-19
P062,Parque da Graça,1,7,30,3,2023-03-19 22:07:46,38.716819,-9.128867,Estrutura,22,2023-03-19
P037,Rego,1,7,118,25,2023-03-19 22:07:48,38.744582,-9.159954,Estrutura,22,2023-03-19
P063,Cosme Damião,1,7,133,1,2023-03-19 22:07:46,38.716819,-9.128867,Estrutura,22,2023-03-19
P030,Combatentes,1,7,30,1,2023-03-19 22:07:49,38.745735,-9.162904,Superfície,22,2023-03-19
P057,Manuel Gouveia,1,7,90,59,2023-03-19 22:07:47,38.744327,-9.130995,Estrutura,22,2023-03-19
P031,Calçada do Combro,1,7,89,27,2023-03-19 22:07:49,38.711188,-9.147541,Estrutura,22,2023-03-19
P044,Telheiras Nascente,1,7,26,0,2023-03-19 22:07:47,38.761512,-9.164886,Estrutura,22,2023-03-19
P032,Estrada da Luz,1,7,96,14,2023-03-19 22:07:49,38.749827,-9.170943,Superfície,22,2023-03-19
P048,Campo das Cebolas,1,7,105,27,2023-03-19 22:07:47,38.70888,-9.131141,Estrutura,22,2023-03-19
P033,Lumiar,1,7,56,36,2023-03-19 22:07:48,38.773079,-9.159321,Estrutura,22,2023-03-19
P040,Mercado de Alvalade,1,7,93,11,2023-03-19 22:07:48,38.755424,-9.139498,Superfície,22,2023-03-19
P034,Avenida Lusíada,1,7,92,46,2023-03-19 22:07:48,38.75214,-9.188309,Superfície,22,2023-03-19
P025,Campo Grande,1,7,88,32,2023-03-19 22:07:49,38.757586,-9.155495,Superfície,22,2023-03-19
P027,Casal Vistoso,1,7,55,41,2023-03-19 22:07:50,38.742375,-9.128965,Estrutura,22,2023-03-19
P028,Chão do Loureiro,1,7,70,22,2023-03-19 22:07:50,38.712416,-9.135017,Estrutura,22,2023-03-19
P029,Colégio Militar,1,7,255,22,2023-03-19 22:07:48,38.752172,-9.188327,Superfície,22,2023-03-19
P020,Sousa Pinto,1,7,35,1,2023-03-19 22:07:50,38.724475,-9.157032,"Superfície
",22,2023-03-19
P023,Areeiro,1,7,60,19,2023-03-19 22:07:50,38.744081,-9.132344,Superfície,22,2023-03-19
P024,Belém,1,7,75,6,2023-03-19 22:07:50,38.69723,-9.203909,Superfície,22,2023-03-19
P016,Universidade,1,7,146,11,2023-03-19 22:07:51,38.750671,-9.158464,Superfície,22,2023-03-19
P021,Alto dos Moinhos,1,7,144,50,2023-03-19 22:07:50,38.74784,-9.177575,Estrutura,22,2023-03-19
P058,Campo de Ourique,1,7,54,10,2023-03-19 22:07:46,38.719168,-9.170647,Estrutura,22,2023-03-19
