id_parque,nome,activo,id_entidade,capacidade_max,ocupacao,data_ocupacao,latitude,longitude,tipo,data_ocupacao_hora,data_ocupacao_data
P014,Alto do Parque,1,3,474,230,2022-06-26 09:13:37,38.731063,-9.153596,Estrutura,9,2022-06-26
P002,Picoas Plaza,1,5,400,209,2022-06-26 09:13:37,38.7313746,-9.1483930362,Estrutura,9,2022-06-26
P057,Manuel Gouveia,1,7,398,61,2022-06-26 09:13:38,38.744327,-9.130995,Estrutura,9,2022-06-26
P019,El Corte Inglés,1,4,2000,1005,2022-06-26 09:13:37,38.7352591,-9.15528429,Estrutura,9,2022-06-26
P063,Cosme Damião,1,7,286,122,2022-06-26 09:13:38,38.716819,-9.128867,Estrutura,9,2022-06-26
P029,Colégio Militar,1,7,415,210,2022-06-26 09:13:41,38.752172,-9.188327,Superfície,9,2022-06-26
P008,Valbom,1,2,513,357,2022-06-26 09:13:37,38.7366155609067,-9.15176054084168,Estrutura,9,2022-06-26
P064,Olivais,1,7,248,228,2022-06-26 09:13:38,38.716819,-9.128867,Estrutura,9,2022-06-26
P003,Saldanha,1,2,503,359,2022-06-26 09:13:37,38.7335172346174,-9.14573228492395,Estrutura,9,2022-06-26
P048,Campo das Cebolas,1,7,205,92,2022-06-26 09:13:39,38.70888,-9.131141,Estrutura,9,2022-06-26
P005,Saldanha Residence,1,2,503,315,2022-06-26 09:13:38,38.7323043382636,-9.14548192620168,Estrutura,9,2022-06-26
P042,Alcântara,1,7,202,72,2022-06-26 09:13:39,38.706007,-9.175066,Superfície,9,2022-06-26
P006,Arco Cego,1,2,255,210,2022-06-26 09:13:38,38.737444,-9.14209400000004,Estrutura,9,2022-06-26
P043,Ameixoeira,1,7,501,70,2022-06-26 09:13:39,38.779591,-9.158056,Superfície,9,2022-06-26
P018,Roma,1,2,602,463,2022-06-26 09:13:38,38.7492735,-9.1418056,Estrutura,9,2022-06-26
P044,Telheiras Nascente,1,7,109,25,2022-06-26 09:13:39,38.761512,-9.164886,Estrutura,9,2022-06-26
P046,Torres de Lisboa,1,7,98,29,2022-06-26 09:13:44,38.756548,-9.176896,Superfície,9,2022-06-26
P035,Parque Mayer,1,7,81,46,2022-06-26 09:13:39,38.719062,-9.145547,Superfície,9,2022-06-26
P012,Berna,1,2,354,235,2022-06-26 09:13:41,38.7394789,-9.1520223,Estrutura,9,2022-06-26
P047,Damasceno Monteiro,1,7,81,37,2022-06-26 09:13:44,38.718095,-9.130581,Superfície,9,2022-06-26
P037,Rego,1,7,238,41,2022-06-26 09:13:39,38.744582,-9.159954,Estrutura,9,2022-06-26
P034,Avenida Lusíada,1,7,92,86,2022-06-26 09:13:40,38.75214,-9.188309,Superfície,9,2022-06-26
P040,Mercado de Alvalade,1,7,118,66,2022-06-26 09:13:39,38.755424,-9.139498,Superfície,9,2022-06-26
P049,Pq. de Santos - D. Luis I,1,7,202,31,2022-06-26 09:13:41,38.707681,-9.15221,Estrutura,9,2022-06-26
P030,Combatentes,1,7,155,30,2022-06-26 09:13:39,38.745735,-9.162904,Superfície,9,2022-06-26
P031,Calçada do Combro,1,7,248,0,2022-06-26 09:13:40,38.711188,-9.147541,Estrutura,9,2022-06-26
P032,Estrada da Luz,1,7,98,96,2022-06-26 09:13:40,38.749827,-9.170943,Superfície,9,2022-06-26
P033,Lumiar,1,7,160,44,2022-06-26 09:13:40,38.773079,-9.159321,Estrutura,9,2022-06-26
P027,Casal Vistoso,1,7,256,69,2022-06-26 09:13:40,38.742375,-9.128965,Estrutura,9,2022-06-26
P028,Chão do Loureiro,1,7,192,39,2022-06-26 09:13:40,38.712416,-9.135017,Estrutura,9,2022-06-26
P023,Areeiro,1,7,180,53,2022-06-26 09:13:40,38.744081,-9.132344,Superfície,9,2022-06-26
P024,Belém,1,7,76,58,2022-06-26 09:13:41,38.69723,-9.203909,Superfície,9,2022-06-26
P025,Campo Grande,1,7,196,68,2022-06-26 09:13:40,38.757586,-9.155495,Superfície,9,2022-06-26
P020,Sousa Pinto,1,7,135,34,2022-06-26 09:13:41,38.724475,-9.157032,"Superfície
",9,2022-06-26
P016,Universidade,1,7,247,137,2022-06-26 09:13:41,38.750671,-9.158464,Superfície,9,2022-06-26
P001,Marquês de Pombal,1,2,1145,833,2022-06-26 09:13:38,38.7247865,-9.15104299999,Estrutura,9,2022-06-26
P009,Centro Campo Pequeno,1,1,1250,656,2022-06-26 09:13:41,38.7423520945922,-9.14493799209595,Estrutura,9,2022-06-26
P004,Atrium Saldanha,1,6,251,220,2022-06-26 09:13:38,38.7332687356758,-9.1446021616448,Estrutura,9,2022-06-26
P007,Alves Redol,1,2,166,96,2022-06-26 09:13:37,38.735297,-9.14040499999999,Estrutura,9,2022-06-26
P017,Praça de Londres,1,2,240,155,2022-06-26 09:13:37,38.7408069,-9.13714389999996,Estrutura,9,2022-06-26
P015,Cidade Universitaria,1,7,620,147,2022-06-26 09:13:42,38.750596,-9.155042,Superfície,9,2022-06-26
P041,Santos-Rio,1,7,210,134,2022-06-26 09:13:43,38.706138,-9.151017,Superfície,9,2022-06-26
P058,Campo de Ourique,1,7,0,0,2022-06-26 09:13:44,38.719168,-9.170647,Estrutura,9,2022-06-26
P061,Parque Vila Maria,1,7,67,0,2022-06-26 09:13:45,38.725041,-9.166372,Estrutura,9,2022-06-26
P062,Parque da Graça,1,7,115,0,2022-06-26 09:13:45,38.716819,-9.128867,Estrutura,9,2022-06-26
