id_parque,nome,activo,id_entidade,capacidade_max,ocupacao,data_ocupacao,latitude,longitude,tipo,data_ocupacao_hora,data_ocupacao_data
P057,Manuel Gouveia,1,7,90,79,2023-02-21 16:09:49,38.744327,-9.130995,Estrutura,16,2023-02-21
P044,Telheiras Nascente,1,7,26,18,2023-02-21 16:09:49,38.761512,-9.164886,Estrutura,16,2023-02-21
P048,Campo das Cebolas,1,7,105,96,2023-02-21 16:09:49,38.70888,-9.131141,Estrutura,16,2023-02-21
P040,Mercado de Alvalade,1,7,93,54,2023-02-21 16:09:49,38.755424,-9.139498,Superfície,16,2023-02-21
P042,Alcântara,1,7,82,36,2023-02-21 16:09:50,38.706007,-9.175066,Superfície,16,2023-02-21
P043,Ameixoeira,1,7,71,15,2023-02-21 16:09:50,38.779591,-9.158056,Superfície,16,2023-02-21
P035,Parque Mayer,1,7,46,31,2023-02-21 16:09:50,38.719062,-9.145547,Superfície,16,2023-02-21
P037,Rego,1,7,118,55,2023-02-21 16:09:50,38.744582,-9.159954,Estrutura,16,2023-02-21
P030,Combatentes,1,7,30,4,2023-02-21 16:09:50,38.745735,-9.162904,Superfície,16,2023-02-21
P031,Calçada do Combro,1,7,89,52,2023-02-21 16:09:50,38.711188,-9.147541,Estrutura,16,2023-02-21
P032,Estrada da Luz,1,7,96,5,2023-02-21 16:09:51,38.749827,-9.170943,Superfície,16,2023-02-21
P033,Lumiar,1,7,56,35,2023-02-21 16:09:51,38.773079,-9.159321,Estrutura,16,2023-02-21
P034,Avenida Lusíada,1,7,92,90,2023-02-21 16:09:51,38.75214,-9.188309,Superfície,16,2023-02-21
P025,Campo Grande,1,7,88,51,2023-02-21 16:09:51,38.757586,-9.155495,Superfície,16,2023-02-21
P027,Casal Vistoso,1,7,55,13,2023-02-21 16:09:51,38.742375,-9.128965,Estrutura,16,2023-02-21
P028,Chão do Loureiro,1,7,70,38,2023-02-21 16:09:51,38.712416,-9.135017,Estrutura,16,2023-02-21
P029,Colégio Militar,1,7,255,193,2023-02-21 16:09:52,38.752172,-9.188327,Superfície,16,2023-02-21
P020,Sousa Pinto,1,7,35,3,2023-02-21 16:09:52,38.724475,-9.157032,"Superfície
",16,2023-02-21
P023,Areeiro,1,7,60,26,2023-02-21 16:09:52,38.744081,-9.132344,Superfície,16,2023-02-21
P024,Belém,1,7,75,75,2023-02-21 16:09:52,38.69723,-9.203909,Superfície,16,2023-02-21
P016,Universidade,1,7,146,23,2023-02-21 16:09:52,38.750671,-9.158464,Superfície,16,2023-02-21
P061,Parque Vila Maria,1,7,68,41,2023-02-21 16:09:48,38.725041,-9.166372,Estrutura,16,2023-02-21
P062,Parque da Graça,1,7,30,22,2023-02-21 16:09:48,38.716819,-9.128867,Estrutura,16,2023-02-21
P063,Cosme Damião,1,7,133,6,2023-02-21 16:09:49,38.716819,-9.128867,Estrutura,16,2023-02-21
P064,Olivais,1,7,89,39,2023-02-21 16:09:49,38.716819,-9.128867,Estrutura,16,2023-02-21
P058,Campo de Ourique,1,7,54,18,2023-02-21 16:09:49,38.719168,-9.170647,Estrutura,16,2023-02-21
