id_parque,nome,activo,id_entidade,capacidade_max,ocupacao,data_ocupacao,latitude,longitude,tipo,data_ocupacao_hora,data_ocupacao_data
P057,Manuel Gouveia,1,7,90,-13,2023-02-23 22:13:53,38.744327,-9.130995,Estrutura,22,2023-02-23
P044,Telheiras Nascente,1,7,26,6,2023-02-23 22:13:53,38.761512,-9.164886,Estrutura,22,2023-02-23
P048,Campo das Cebolas,1,7,105,47,2023-02-23 22:13:54,38.70888,-9.131141,Estrutura,22,2023-02-23
P040,Mercado de Alvalade,1,7,93,54,2023-02-23 22:13:54,38.755424,-9.139498,Superfície,22,2023-02-23
P042,Alcântara,1,7,82,57,2023-02-23 22:13:57,38.706007,-9.175066,Superfície,22,2023-02-23
P043,Ameixoeira,1,7,71,12,2023-02-23 22:13:53,38.779591,-9.158056,Superfície,22,2023-02-23
P035,Parque Mayer,1,7,46,0,2023-02-23 22:13:54,38.719062,-9.145547,Superfície,22,2023-02-23
P037,Rego,1,7,118,3,2023-02-23 22:13:54,38.744582,-9.159954,Estrutura,22,2023-02-23
P030,Combatentes,1,7,30,-3,2023-02-23 22:13:55,38.745735,-9.162904,Superfície,22,2023-02-23
P031,Calçada do Combro,1,7,89,35,2023-02-23 22:13:55,38.711188,-9.147541,Estrutura,22,2023-02-23
P032,Estrada da Luz,1,7,96,5,2023-02-23 22:13:56,38.749827,-9.170943,Superfície,22,2023-02-23
P033,Lumiar,1,7,56,33,2023-02-23 22:13:54,38.773079,-9.159321,Estrutura,22,2023-02-23
P034,Avenida Lusíada,1,7,92,26,2023-02-23 22:13:54,38.75214,-9.188309,Superfície,22,2023-02-23
P025,Campo Grande,1,7,88,25,2023-02-23 22:13:55,38.757586,-9.155495,Superfície,22,2023-02-23
P027,Casal Vistoso,1,7,55,14,2023-02-23 22:13:55,38.742375,-9.128965,Estrutura,22,2023-02-23
P028,Chão do Loureiro,1,7,70,23,2023-02-23 22:13:56,38.712416,-9.135017,Estrutura,22,2023-02-23
P029,Colégio Militar,1,7,255,14,2023-02-23 22:13:55,38.752172,-9.188327,Superfície,22,2023-02-23
P020,Sousa Pinto,1,7,35,1,2023-02-23 22:13:56,38.724475,-9.157032,"Superfície
",22,2023-02-23
P023,Areeiro,1,7,60,8,2023-02-23 22:13:56,38.744081,-9.132344,Superfície,22,2023-02-23
P024,Belém,1,7,75,11,2023-02-23 22:13:55,38.69723,-9.203909,Superfície,22,2023-02-23
P016,Universidade,1,7,146,24,2023-02-23 22:13:56,38.750671,-9.158464,Superfície,22,2023-02-23
P064,Olivais,1,7,89,30,2023-02-23 22:13:52,38.716819,-9.128867,Estrutura,22,2023-02-23
P061,Parque Vila Maria,1,7,68,55,2023-02-23 22:13:52,38.725041,-9.166372,Estrutura,22,2023-02-23
P062,Parque da Graça,1,7,30,20,2023-02-23 22:13:52,38.716819,-9.128867,Estrutura,22,2023-02-23
P063,Cosme Damião,1,7,133,7,2023-02-23 22:13:53,38.716819,-9.128867,Estrutura,22,2023-02-23
P058,Campo de Ourique,1,7,54,34,2023-02-23 22:13:53,38.719168,-9.170647,Estrutura,22,2023-02-23
