id_parque,nome,activo,id_entidade,capacidade_max,ocupacao,data_ocupacao,latitude,longitude,tipo,data_ocupacao_hora,data_ocupacao_data
P042,Alcântara,1,7,82,57,2023-03-16 22:07:21,38.706007,-9.175066,Superfície,22,2023-03-16
P064,Olivais,1,7,89,18,2023-03-16 22:07:19,38.716819,-9.128867,Estrutura,22,2023-03-16
P043,Ameixoeira,1,7,71,13,2023-03-16 22:07:20,38.779591,-9.158056,Superfície,22,2023-03-16
P035,Parque Mayer,1,7,46,46,2023-03-16 22:07:10,38.719062,-9.145547,Superfície,22,2023-03-16
P061,Parque Vila Maria,1,7,68,58,2023-03-16 22:07:19,38.725041,-9.166372,Estrutura,22,2023-03-16
P037,Rego,1,7,118,24,2023-03-16 22:07:11,38.744582,-9.159954,Estrutura,22,2023-03-16
P062,Parque da Graça,1,7,30,6,2023-03-16 22:07:20,38.716819,-9.128867,Estrutura,22,2023-03-16
P030,Combatentes,1,7,30,-9,2023-03-16 22:07:12,38.745735,-9.162904,Superfície,22,2023-03-16
P063,Cosme Damião,1,7,133,7,2023-03-16 22:07:20,38.716819,-9.128867,Estrutura,22,2023-03-16
P031,Calçada do Combro,1,7,89,79,2023-03-16 22:07:12,38.711188,-9.147541,Estrutura,22,2023-03-16
P057,Manuel Gouveia,1,7,90,-13,2023-03-16 22:07:20,38.744327,-9.130995,Estrutura,22,2023-03-16
P032,Estrada da Luz,1,7,96,1,2023-03-16 22:07:13,38.749827,-9.170943,Superfície,22,2023-03-16
P044,Telheiras Nascente,1,7,26,2,2023-03-16 22:07:21,38.761512,-9.164886,Estrutura,22,2023-03-16
P033,Lumiar,1,7,56,31,2023-03-16 22:07:14,38.773079,-9.159321,Estrutura,22,2023-03-16
P048,Campo das Cebolas,1,7,105,36,2023-03-16 22:07:21,38.70888,-9.131141,Estrutura,22,2023-03-16
P040,Mercado de Alvalade,1,7,93,61,2023-03-16 22:07:11,38.755424,-9.139498,Superfície,22,2023-03-16
P034,Avenida Lusíada,1,7,92,29,2023-03-16 22:07:14,38.75214,-9.188309,Superfície,22,2023-03-16
P025,Campo Grande,1,7,88,29,2023-03-16 22:07:15,38.757586,-9.155495,Superfície,22,2023-03-16
P027,Casal Vistoso,1,7,55,39,2023-03-16 22:07:15,38.742375,-9.128965,Estrutura,22,2023-03-16
P028,Chão do Loureiro,1,7,70,42,2023-03-16 22:07:15,38.712416,-9.135017,Estrutura,22,2023-03-16
P029,Colégio Militar,1,7,255,13,2023-03-16 22:07:16,38.752172,-9.188327,Superfície,22,2023-03-16
P020,Sousa Pinto,1,7,35,0,2023-03-16 22:07:17,38.724475,-9.157032,"Superfície
",22,2023-03-16
P023,Areeiro,1,7,60,-14,2023-03-16 22:07:18,38.744081,-9.132344,Superfície,22,2023-03-16
P024,Belém,1,7,75,5,2023-03-16 22:07:19,38.69723,-9.203909,Superfície,22,2023-03-16
P016,Universidade,1,7,146,32,2023-03-16 22:07:19,38.750671,-9.158464,Superfície,22,2023-03-16
P058,Campo de Ourique,1,7,54,19,2023-03-16 22:07:20,38.719168,-9.170647,Estrutura,22,2023-03-16
